"","기업명","본사주소","직원수","2020년매출액(천원)","입사율(연간 입사자)","퇴사율(연간 퇴사자"
"5878","제이케이인터내셔널","서울 동대문구 답십리로 273, 8층","40명 이상 ~ 70명 미만","43,221,791","22.64 % (12 명)","22.64 % (12 명)"
"5879","제이큐브인터랙티브",NA,NA,NA,NA,NA
"5880","중소기업유통센터","서울 양천구 목동동로 309","200명 이상 ~ 400명 미만","107,737,142","23.92 % (61 명)","20.78 % (53 명)"
"5881","케이웨더",NA,NA,NA,NA,NA
"5882","콘티테크플루이드코리아","전북 완주군 봉동읍 완주산단6로 118","200명 이상 ~ 400명 미만","53,388,238","30.22 % (42 명)","38.85 % (54 명)"
"5883","토요코인코리아","부산 중구 중앙대로 125, 2층","400명 이상 ~ 700명 미만","21,884,363","114.04 % (65 명)","107.02 % (61 명)"
"5884","토이온","경기 성남시 분당구 판교로 242, A동 603호","1명 이상 ~ 20명 미만","10억원 ~ 50억원","0.00 % (0 명)","85.71 % (30 명)"
"5885","포인트모바일","서울 금천구 디지털로9길 32, B동 9층","100명 이상 ~ 200명 미만","48,134,093","12.24 % (18 명)","12.24 % (18 명)"
"5886","한국코스틱","경기 파주시 월롱면 엘지로360번길 120","100명 이상 ~ 200명 미만","50,571,153","16.77 % (26 명)","18.71 % (29 명)"
"5887","한스킨","경남 사천시 서동 14314번지",NA,NA,NA,NA
"5888","현우산업","인천 서구 검단로 51","200명 이상 ~ 400명 미만","152,927,637","37.70 % (138 명)","38.52 % (141 명)"
"5889","농업회사법인포프리","전남 화순군 능주면 효죽로 433",NA,"34,510,070",NA,NA
"5890","대주","경기 화성시 정남면 덕절창말길 1","70명 이상 ~ 100명 미만","18,105,671","24.64 % (17 명)","43.48 % (30 명)"
"5891","라이온켐텍","대전 대덕구 대덕대로1277번길 36","200명 이상 ~ 400명 미만","132,570,839","18.06 % (41 명)","19.82 % (45 명)"
"5892","마치인터내셔널",NA,NA,NA,NA,NA
"5893","모니터랩","서울 구로구 디지털로27가길 27, 8층 9층","70명 이상 ~ 100명 미만","100억원 ~ 500억원","33.33 % (26 명)","30.77 % (24 명)"
"5894","미디어윌","경기 부천시 신흥로 167, 3층","700명 이상 ~ 1000명 미만","67,078,487","44.12 % (60 명)","42.65 % (58 명)"
"5895","블리스팩","경기 시흥시 경기과기대로 171, 716호","70명 이상 ~ 100명 미만","22,213,201","24.67 % (37 명)","59.33 % (89 명)"
"5896","사운드캣","서울 용산구 원효로48길 17, 202호","20명 이상 ~ 40명 미만","50억원 ~ 100억원","19.23 % (10 명)","51.92 % (27 명)"
"5897","삼보","부산 북구 만덕대로 327","20명 이상 ~ 40명 미만","37,289,900","24.00 % (6 명)","24.00 % (6 명)"
"5898","상록에스","서울 송파구 법원로6길 7, 11층","70명 이상 ~ 100명 미만","50억원 ~ 100억원","38.75 % (31 명)","26.25 % (21 명)"
"5899","센트럴인사이트","서울 강남구 압구정로62길 17-10, 3층","70명 이상 ~ 100명 미만","28,087,427","72.86 % (51 명)","74.29 % (52 명)"
"5900","승일","충남 천안시 서북구 직산읍 4산단1길 10","200명 이상 ~ 400명 미만","132,798,716","10.28 % (11 명)","12.15 % (13 명)"
"5901","아메리카요가","서울 성동구 아차산로17길 49, 1209호 1210호","20명 이상 ~ 40명 미만",NA,"60.71 % (17 명)","57.14 % (16 명)"
"5902","알앤텍","서울 강남구 삼성로 555","20명 이상 ~ 40명 미만","10,304,885","23.53 % (8 명)","26.47 % (9 명)"
"5903","제아에이치앤비","서울 강남구 테헤란로78길 12, 3층","100명 이상 ~ 200명 미만","100억원 ~ 500억원","4.27 % (7 명)","96.34 % (158 명)"
"5904","플레이위드","경기 성남시 분당구 판교로256번길 19","40명 이상 ~ 70명 미만","42,962,786","78.57 % (33 명)","38.10 % (16 명)"
"5905","헬로인사","서울 강남구 논현로28길 9, 4층,5층","40명 이상 ~ 70명 미만","50억원 ~ 100억원","24.64 % (17 명)","34.78 % (24 명)"
"5906","히카리글로벌","부산 중구 충장대로5번길 26, 3층 301호","1명 이상 ~ 20명 미만","5억원 ~ 10억원","54.55 % (6 명)","0.00 % (0 명)"
"5907","나우테크","인천 미추홀구 주염로73번길 38","100명 이상 ~ 200명 미만","47,560,524","10.07 % (15 명)","20.13 % (30 명)"
"5908","네비웍스","경기 안양시 동안구 부림로170번길 41-18, (주)네비웍스사옥","100명 이상 ~ 200명 미만","8,045,140","20.18 % (23 명)","14.91 % (17 명)"
"5909","동도전자","서울 강남구 논현로 606, B1층","1명 이상 ~ 20명 미만","50억원 ~ 100억원","30.00 % (3 명)","30.00 % (3 명)"
"5910","두루이디에스","경기 안양시 동안구 엘에스로116번길 118, 716호 717호","70명 이상 ~ 100명 미만",NA,"48.44 % (31 명)","17.19 % (11 명)"
"5911","리챠드프로헤어","충남 아산시 배방읍 고속철대로 147, 202호",NA,NA,NA,NA
"5912","마임","인천 남동구 아암대로 1075","100명 이상 ~ 200명 미만","28,075,875","11.72 % (17 명)","21.38 % (31 명)"
"5913","메씨인터내셔날","서울 서초구 방배로 183, 3층","1명 이상 ~ 20명 미만","10억원 ~ 50억원","47.62 % (10 명)","66.67 % (14 명)"
"5914","명인제약","경기 화성시 팔탄면 노하길 361-12","400명 이상 ~ 700명 미만","187,870,486","12.18 % (52 명)","11.24 % (48 명)"
"5915","사비노델베네코리아","서울 강서구 양천로 357, 9층","20명 이상 ~ 40명 미만",NA,"46.88 % (15 명)","43.75 % (14 명)"
"5916","서울법인무설계센터",NA,NA,NA,NA,NA
"5917","세아엘앤에스","경북 포항시 남구 철강로 348","100명 이상 ~ 200명 미만","405,728,937","7.56 % (9 명)","7.56 % (9 명)"
"5918","세왕섬유","서울 강남구 영동대로112길 10","40명 이상 ~ 70명 미만","181,456,641","31.88 % (22 명)","21.74 % (15 명)"
"5919","솔라파크코리아","전북 완주군 봉동읍 완주산단6로 292, 300호","100명 이상 ~ 200명 미만","5,892,617","84.66 % (160 명)","114.29 % (216 명)"
"5920","슈어엠","서울 광진구 광나루로56길 85, C동 8층 120호","40명 이상 ~ 70명 미만","100억원 ~ 500억원","27.66 % (13 명)","25.53 % (12 명)"
"5921","신영프레시젼","서울 금천구 범안로11길 61","1명 이상 ~ 20명 미만","9,041,247","0.00 % (0 명)","0.00 % (0 명)"
"5922","심원개발","경기 안양시 동안구 학의로 282, B동 22층",NA,"350,065,101",NA,NA
"5923","에이스탁","인천 부평구 대정로 66, 4층 408-275호",NA,NA,NA,NA
"5924","유니슨이테크",NA,NA,NA,NA,NA
"5925","제스타드","서울 강남구 학동로8길 10, 2층,3층","20명 이상 ~ 40명 미만",NA,"355.56 % (32 명)","200.00 % (18 명)"
"5926","지오니드커뮤니케이션","서울 강남구 논현로72길 16, 4층",NA,NA,NA,NA
"5927","진영산업","경기 안산시 단원구 강촌로 221-8","100명 이상 ~ 200명 미만","65,570,699","14.29 % (15 명)","22.86 % (24 명)"
"5928","케이엔비","충남 천안시 서북구 공원로 196, 103동 6004호",NA,NA,NA,NA
"5929","코스모이엔지","경기 김포시 장릉로 45-10","70명 이상 ~ 100명 미만","15,709,783","84.29 % (59 명)","67.14 % (47 명)"
"5930","클라랑스코리아","서울 강남구 도산대로45길 8-1, 3층,4층","100명 이상 ~ 200명 미만","100억원 ~ 500억원","53.94 % (89 명)","60.00 % (99 명)"
"5931","클라우드나인아이앤씨","서울 강남구 역삼로 212, 201호",NA,NA,NA,NA
"5932","티쓰리엔터테인먼트","서울 금천구 가산디지털1로 186, 3층","100명 이상 ~ 200명 미만","21,614,576","25.68 % (47 명)","75.96 % (139 명)"
"5933","패션플러스","서울 종로구 종로 183",NA,NA,NA,NA
"5934","퓨즈","서울 금천구 가산디지털1로 205, 10층","40명 이상 ~ 70명 미만","10,715,999","83.78 % (31 명)","78.38 % (29 명)"
"5935","필룩스","경기 수원시 권선구 권선로 689, 4층",NA,NA,NA,NA
"5936","하이모","서울 서초구 강남대로 216, 5층","400명 이상 ~ 700명 미만","500억원 ~ 1000억원","20.17 % (143 명)","23.13 % (164 명)"
"5937","효심","경기 성남시 수정구 위례서일로 30, 504호","20명 이상 ~ 40명 미만",NA,"14.29 % (2 명)","92.86 % (13 명)"
"5938","()환경단",NA,NA,NA,NA,NA
"5939","금솔커뮤니케이션",NA,NA,NA,NA,NA
"5940","마이테이블","서울 강남구 도산대로 145, 4층 406호","1명 이상 ~ 20명 미만",NA,"40.00 % (6 명)","40.00 % (6 명)"
"5941","미라지웍스","서울 영등포구 선유로 130, 301-304호, 53호","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"5942","발렉스","부산 동래구 명륜로75번길 8, 2층",NA,NA,NA,NA
"5943","아영에프비씨",NA,NA,NA,NA,NA
"5944","아이콘루프","서울 중구 청계천로 100, 3층","70명 이상 ~ 100명 미만","9,965,605","40.82 % (40 명)","40.82 % (40 명)"
"5945","엄앤드이종합건축사사무소","서울 종로구 삼일대로 451, 3-6층","100명 이상 ~ 200명 미만","20,295,979","35.46 % (50 명)","26.95 % (38 명)"
"5946","에스피엘","경기 평택시 팽성읍 추팔산단1길 157","1,000명 이상","240,876,805","28.23 % (328 명)","29.35 % (341 명)"
"5947","에어코리아","인천 중구 공항로424번길 47","400명 이상 ~ 700명 미만","18,812,983","184.66 % (626 명)","162.83 % (552 명)"
"5948","엘리엇","서울 강남구 논현로132길 42","40명 이상 ~ 70명 미만","10억원 ~ 50억원","29.17 % (14 명)","35.42 % (17 명)"
"5949","엠프로텍","충남 천안시 서북구 입장면 섶머리2길 12-49","40명 이상 ~ 70명 미만","25,235,916","58.23 % (46 명)","78.48 % (62 명)"
"5950","원풍","서울 강서구 공항대로 343","100명 이상 ~ 200명 미만","73,605,433","11.11 % (5 명)","17.78 % (8 명)"
"5951","제이비컴","충북 청주시 상당구 사직대로 379, 3층 2호","1명 이상 ~ 20명 미만",NA,"28.57 % (6 명)","52.38 % (11 명)"
"5952","크라운제과","서울 용산구 한강대로72길 3","1,000명 이상","381,538,640","21.67 % (270 명)","22.87 % (285 명)"
"5953","편두리","서울 강동구 올림픽로 651, 9층","20명 이상 ~ 40명 미만",NA,"0.00 % (0 명)","50.00 % (2 명)"
"5954","광림통상","경기 하남시 초광로 171-17","1명 이상 ~ 20명 미만","10억원 ~ 50억원","0.00 % (0 명)","0.00 % (0 명)"
"5955","나이스신용정보","서울 마포구 마포대로 217",NA,"64,688,480",NA,NA
"5956","대동전자","서울 금천구 가산디지털1로 33","100명 이상 ~ 200명 미만","15,713,810","15.53 % (16 명)","15.53 % (16 명)"
"5957","동부라이텍",NA,NA,NA,NA,NA
"5958","동원시스템즈","충남 아산시 둔포면 아산밸리동로 100",NA,"581,843,179",NA,NA
"5959","모락스트레이딩","서울 중구 서소문로 116","40명 이상 ~ 70명 미만","97,465,325","20.90 % (14 명)","25.37 % (17 명)"
"5960","에스지항공여행사",NA,NA,NA,NA,NA
"5961","엔피씨","경기 안산시 단원구 해안로 289","200명 이상 ~ 400명 미만","324,574,688","8.76 % (19 명)","13.36 % (29 명)"
"5962","오아","서울 서초구 효령로46길 97","100명 이상 ~ 200명 미만","64,975,953","45.64 % (68 명)","28.86 % (43 명)"
"5963","원앤원","충남 천안시 서북구 번영로 725","200명 이상 ~ 400명 미만","75,263,212","92.59 % (250 명)","95.93 % (259 명)"
"5964","이즈피엠피","서울 서초구 방배로 205, 2층,5층,6층,7층","70명 이상 ~ 100명 미만","100억원 ~ 500억원","179.66 % (106 명)","154.24 % (91 명)"
"5965","코엔스","부산 해운대구 센텀6로 21, 901호","20명 이상 ~ 40명 미만","31,824,415","21.88 % (14 명)","26.56 % (17 명)"
"5966","코튼클럽","서울 강남구 논현로145길 66","100명 이상 ~ 200명 미만","54,400,122","82.56 % (71 명)","30.23 % (26 명)"
"5967","피닉슨컨트롤스","경기 화성시 동탄대로21길 24","100명 이상 ~ 200명 미만","20,441,442","79.12 % (72 명)","72.53 % (66 명)"
"5968","하트하트단",NA,NA,NA,NA,NA
"5969","한국교원연수원",NA,NA,NA,NA,NA
"5970","헤움디자인","서울 광진구 구의로 68, 3층","1명 이상 ~ 20명 미만",NA,"29.41 % (5 명)","58.82 % (10 명)"
"5971","(사)대한병원협회","서울 마포구 마포대로 15","40명 이상 ~ 70명 미만",NA,"18.64 % (11 명)","15.25 % (9 명)"
"5972","국보디자인","서울 마포구 월드컵로10길 49","400명 이상 ~ 700명 미만","253,810,694","135.09 % (512 명)","129.82 % (492 명)"
"5973","더와이즈","서울 성동구 성수이로7길 27, 201호","20명 이상 ~ 40명 미만","50억원 ~ 100억원","61.90 % (13 명)","66.67 % (14 명)"
"5974","동해기계항공","충남 공주시 신풍면 고도평말길 175","200명 이상 ~ 400명 미만","81,853,652","22.82 % (55 명)","20.33 % (49 명)"
"5975","성신상사","서울 강남구 영동대로85길 34, 4층 403호","20명 이상 ~ 40명 미만","50억원 ~ 100억원","44.44 % (12 명)","44.44 % (12 명)"
"5976","세운메디칼","충남 천안시 서북구 입장면 도림길 60","200명 이상 ~ 400명 미만","61,384,361","8.45 % (18 명)","15.02 % (32 명)"
"5977","에스에이치엘","경기 수원시 권선구 산업로92번길 94-7","100명 이상 ~ 200명 미만","14,630,417","81.97 % (50 명)","98.36 % (60 명)"
"5978","엘비젼","서울 서초구 강남대로 213","100명 이상 ~ 200명 미만",NA,"19.55 % (26 명)","23.31 % (31 명)"
"5979","울림교육연구소","서울 서초구 방배로19길 63, 4층","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"5980","제로투세븐","서울 마포구 상암산로 76, 17층18층","100명 이상 ~ 200명 미만","139,580,202","48.40 % (91 명)","47.34 % (89 명)"
"5981","크린텍",NA,NA,NA,NA,NA
"5982","한케이골프","경기 안양시 동안구 벌말로 126, 3405호,3406호,3407호","20명 이상 ~ 40명 미만",NA,"2.33 % (1 명)","16.28 % (7 명)"
"5983","행림종합건축사사무소","경기 안양시 동안구 흥안대로 516","700명 이상 ~ 1000명 미만","75,002,486","27.58 % (115 명)","33.09 % (138 명)"
"5984","허니비즈에이치알디","서울 강남구 봉은사로30길 64, 5층","1명 이상 ~ 20명 미만",NA,"100.00 % (4 명)","100.00 % (4 명)"
"5985","휴맥스모빌리티","경기 성남시 분당구 황새울로 216","40명 이상 ~ 70명 미만","743,227","139.13 % (64 명)","80.43 % (37 명)"
"5986","그린조이","부산 기장군 장안읍 명례산단1로 115","70명 이상 ~ 100명 미만","27,258,933","15.15 % (15 명)","23.23 % (23 명)"
"5987","깨끗한나라","서울 용산구 한남대로 98","400명 이상 ~ 700명 미만","590,215,967","13.04 % (75 명)","10.26 % (59 명)"
"5988","다인바이오","경기 성남시 중원구 사기막골로45번길 14, 비동 비204호,비205호,비206호","20명 이상 ~ 40명 미만","100억원 ~ 500억원","36.84 % (14 명)","44.74 % (17 명)"
"5989","대영유비텍","서울 구로구 디지털로 306, 11층 1103호","100명 이상 ~ 200명 미만","14,027,782","60.36 % (67 명)","36.94 % (41 명)"
"5990","동일인테리어","서울 강남구 선릉로138길 6","100명 이상 ~ 200명 미만","151,596,626","94.02 % (110 명)","86.32 % (101 명)"
"5991","보육사","서울 동대문구 하정로 54","20명 이상 ~ 40명 미만","100억원 ~ 500억원","45.83 % (11 명)","37.50 % (9 명)"
"5992","브이피","서울 중구 을지로 170, 동관 13층","70명 이상 ~ 100명 미만","58,130,718","13.58 % (11 명)","23.46 % (19 명)"
"5993","비즈엠피플","서울 강남구 논현로87길 41, 1118호",NA,NA,NA,NA
"5994","삼일씨티에스","경기 성남시 중원구 둔촌대로388번길 24, 805호","70명 이상 ~ 100명 미만","22,849,030","20.38 % (32 명)","56.05 % (88 명)"
"5995","삼화제지","충북 청주시 흥덕구 옥산면 오산가좌로 415-14","200명 이상 ~ 400명 미만","71,543,392","22.32 % (50 명)","17.86 % (40 명)"
"5996","아비아렙스마케팅가든리미티드영업소",NA,NA,NA,NA,NA
"5997","아주하이텍","서울 서초구 서초대로15길 8-22, 2층","-",NA,"0.00 % (0 명)","0.00 % (0 명)"
"5998","에이엠씨아시아","서울 강남구 도산대로55길 46, 2층","20명 이상 ~ 40명 미만","50억원 ~ 100억원","83.33 % (15 명)","50.00 % (9 명)"
"5999","오엔씨네트웍스",NA,NA,NA,NA,NA
"6000","오토플러스","서울 영등포구 선유동2로 57, 신관 11층","200명 이상 ~ 400명 미만","184,958,709","40.94 % (131 명)","39.38 % (126 명)"
"6001","우수에이엠에스",NA,NA,NA,NA,NA
"6002","이마린아이씨티","부산 금정구 개좌로 273-20, 501호","20명 이상 ~ 40명 미만",NA,"0.00 % (0 명)","0.00 % (0 명)"
"6003","조일알미늄","경북 경산시 진량읍 공단6로 98","200명 이상 ~ 400명 미만","332,913,378","19.46 % (72 명)","19.46 % (72 명)"
"6004","주영","충남 아산시 음봉면 연암산로 62-5","100명 이상 ~ 200명 미만","46,763,278","34.78 % (32 명)","23.91 % (22 명)"
"6005","코웰패션","경기 수원시 영통구 신원로 270","700명 이상 ~ 1000명 미만","222,061,996","7.58 % (10 명)","6.82 % (9 명)"
"6006","클립서비스","서울 강남구 강남대로 564, 2층","40명 이상 ~ 70명 미만","27,643,693","13.33 % (8 명)","16.67 % (10 명)"
"6007","팬직","경기 화성시 장안면 3.1만세로 382-7","40명 이상 ~ 70명 미만","15,333,771","61.64 % (45 명)","69.86 % (51 명)"
